Question,Predicted Answer,Exact Match,Substring Match,Correct Answers,,,,,,,,,,,,,,,,,,,,,,,,
How large are granal thylakoids?,two,0,0,about 300â€“600 nanometers in diameter : 300â€“600 nanometers : 300â€“600 nanometers in diameter,,,,,,,,,,,,,,,,,,,,,,,,
How many photosynthetic carotenoids are there?,thirty,1,1,about thirty : about thirty : thirty,,,,,,,,,,,,,,,,,,,,,,,,
What do photosynthetic carotenoids do?,help transfer and dissipate excess energy,1,1,help transfer and dissipate excess energy : transfer and dissipate excess energy : help transfer and dissipate excess energy,,,,,,,,,,,,,,,,,,,,,,,,
Why do carotenoids make leaves change color in the fall?,help transfer and dissipate excess energy  and their bright colors sometimes override the chlorophyll green  like during the fall  when the leaves of some land plants,0,0,their bright colors sometimes override the chlorophyll green : override the chlorophyll green : override the chlorophyll green,,,,,,,,,,,,,,,,,,,,,,,,
What is beta carotene?,a bright red-orange carotenoid,1,1,a bright red-orange carotenoid : a bright red-orange carotenoid : bright red-orange carotenoid found in nearly all chloroplasts,,,,,,,,,,,,,,,,,,,,,,,,
What is the most common Xanthophyll?,orange-red zeaxanthin,1,1,orange-red zeaxanthin : zeaxanthin : orange-red zeaxanthin,,,,,,,,,,,,,,,,,,,,,,,,
What are Phycobilins?,a third group of pigments found in cyanobacteria  and glaucophyte  red algal  and cryptophyte chloroplasts,1,1,e a third group of pigments found in cyanobacteria : a third group of pigments : a third group of pigments found in cyanobacteria, and glaucophyte, red algal, and cryptophyte chloroplasts,,,,,,,,,,,,,,,,,,,,,
What color is phycoerytherin?,red algae red,0,0,red : red : red,,,,,,,,,,,,,,,,,,,,,,,,
What does phycoerytherin appear in?,all colors,0,0,red algae : red algae : algae,,,,,,,,,,,,,,,,,,,,,,,,
What are phycobilisomes?,red algal  and cryptophyte chloroplasts,0,0,relatively large protein complexes : large protein complexes : large protein complexes,,,,,,,,,,,,,,,,,,,,,,,,
How big are phycobilisomes?,40 nanometers,0,1,about 40 nanometers across : about 40 nanometers across : 40 nanometers across,,,,,,,,,,,,,,,,,,,,,,,,
What do chloroplasts use to fix carbon dioxide into sugar?,an enzyme called rubisco,1,1,an enzyme called rubisco : an enzyme called rubisco : enzyme called rubisco,,,,,,,,,,,,,,,,,,,,,,,,
What is rubisco's flaw?,it has trouble distinguishing between carbon dioxide and oxygen  so at high oxygen concentrations  rubisco starts accidentally adding oxygen to sugar precursors,0,0,it has trouble distinguishing between carbon dioxide and oxygen : trouble distinguishing between carbon dioxide and oxygen : has trouble distinguishing between carbon dioxide and oxygen,,,,,,,,,,,,,,,,,,,,,,,,
What effect does rubisco's flaw have?,trouble distinguishing between carbon dioxide and oxygen,0,0,at high oxygen concentrations, rubisco starts accidentally adding oxygen to sugar precursors : at high oxygen concentrations, rubisco starts accidentally adding oxygen to sugar precursors : at high oxygen concentrations, rubisco starts accidentally adding oxygen to sugar precursors,,,,,,,,,,,,,,,,,,,,,
What process down the line does rubisco's flaw interfere with?,Calvin cycle,1,1,the Calvin cycle : Calvin cycle : Calvin cycle,,,,,,,,,,,,,,,,,,,,,,,,
What is wasted by rubisco's flaw?,ATP energy,1,1,ATP energy : ATP energy : ATP energy,,,,,,,,,,,,,,,,,,,,,,,,
What are chloroplasts in mesophyll cells specialized for?,the light reactions,0,0,light reactions : each stage of photosynthesis : light reactions,,,,,,,,,,,,,,,,,,,,,,,,
What do chloroplasts in mesophyll cells lack?,rubisco,1,1,rubisco : rubisco : rubisco,,,,,,,,,,,,,,,,,,,,,,,,
What do chloroplasts in mesophyll cells specialized use to make ATP?,NADPH,0,0,normal grana and thylakoids : normal grana and thylakoids : grana and thylakoids,,,,,,,,,,,,,,,,,,,,,,,,
What do chloroplasts in mesophyll cells store carbon dioxide in?,C4 mesophyll cells and bundle sheath cells are specialized for each stage of photosynthesis. In mesophyll cells  chloroplasts are specialized for the light reactions,0,0,a four-carbon compound : a four-carbon compound : a four-carbon compound,,,,,,,,,,,,,,,,,,,,,,,,
What do bundle sheath chloroplasts specialize in?,do not carry out the light reactions  preventing oxygen from building up in them and disrupting rubisco activity. Because of this  they lack thylakoids organized into grana stacksâ€”though bundle sheath chloroplasts still have free-floating thylakoids in the stroma where they still carry out cyclic electron flow  a light-driven method of synthesizing ATP to power the Calvin cycle without generating oxygen. They lack photosystem II  and only have photosystem Iâ€”the only protein complex needed for cyclic electron flow. Because the job of bundle sheath chloroplasts is to carry out the Calvin cycle and make sugar,0,0,to carry out the Calvin cycle and make sugar : the Calvin cycle : cyclic electron flow,,,,,,,,,,,,,,,,,,,,,,,,
What parts of plants have chloroplasts?,green,0,1,All green parts : green parts : All green parts,,,,,,,,,,,,,,,,,,,,,,,,
What makes plants green?,chlorophyll,1,1,the chlorophyll in them : chlorophyll : chlorophyll,,,,,,,,,,,,,,,,,,,,,,,,
What plant cells have chloroplasts in them?,parenchyma,0,1,parenchyma cells : photosynthetic : parenchyma cells,,,,,,,,,,,,,,,,,,,,,,,,
Where can chloroplasts sometimes be found?,collenchyma tissue,1,1,collenchyma tissue : in collenchyma tissue : collenchyma tissue,,,,,,,,,,,,,,,,,,,,,,,,
What is a chlorenchyma cell?,chloroplasts,0,1,A plant cell which contains chloroplasts : cell which contains chloroplasts : plant cell which contains chloroplasts,,,,,,,,,,,,,,,,,,,,,,,,
Where do cacti have chloroplasts?,in the leaves,0,0,in the stems : stems : stems,,,,,,,,,,,,,,,,,,,,,,,,
Where do most plants have chloroplasts?,in the leaves,0,1,concentrated in the leaves : the leaves : leaves,,,,,,,,,,,,,,,,,,,,,,,,
How many chloroplasts are in stomatal guard cells?,30â€“70,0,0,8â€“15 per cell : around 8â€“15 : 8â€“15,,,,,,,,,,,,,,,,,,,,,,,,
How many chloroplasts are in a square mm of a leaf?,half a million,1,1,half a million : half a million : half a million,,,,,,,,,,,,,,,,,,,,,,,,
What layers of a leaf have chloroplasts?,mesophyll,1,1,the mesophyll layers : mesophyll : mesophyll,,,,,,,,,,,,,,,,,,,,,,,,
When do chloroplasts spread out flat?,low-light conditions,1,1,low-light conditions : low-light conditions : In low-light conditions,,,,,,,,,,,,,,,,,,,,,,,,
When do chloroplasts arrange in vertical columns or turn sideways?,Under intense light,1,1,Under intense light : intense light : Under intense light,,,,,,,,,,,,,,,,,,,,,,,,
What does turning sideways protect chloroplasts from?,photooxidative damage,1,1,photooxidative damage : photooxidative damage : photooxidative damage,,,,,,,,,,,,,,,,,,,,,,,,
Why do land plants have more and smaller chloroplasts?,they can take shelter behind each other or spread out may be the reason why land plants evolved to have many small chloroplasts instead of a few big ones,0,0,to distribute chloroplasts so that they can take shelter behind each other or spread out : they can take shelter behind each other : so that they can take shelter behind each other or spread out,,,,,,,,,,,,,,,,,,,,,,,,
What sometimes follows moving chloroplasts?,Chloroplast movement is considered one of the most closely regulated stimulus-response systems that can be found in plants. Mitochondria,0,0,Mitochondria : Mitochondria : Mitochondria,,,,,,,,,,,,,,,,,,,,,,,,
How many major immune responses do plants have?,two,1,1,two : two : two,,,,,,,,,,,,,,,,,,,,,,,,
What is the hypersensitive response of a plant immune system?,infected cells seal themselves off and undergo programmed cell death  and systemic acquired resistance,0,0,infected cells seal themselves off and undergo programmed cell death : programmed cell death : infected cells seal themselves off and undergo programmed cell death,,,,,,,,,,,,,,,,,,,,,,,,
What is the systemic acquired resistance response of a plant immune system?,infected cells release signals warning the rest of the plant of a pathogen's presence,1,1,infected cells release signals warning the rest of the plant of a pathogen's presence : cells release signals : infected cells release signals warning the rest of the plant of a pathogen's presence,,,,,,,,,,,,,,,,,,,,,,,,
How do chloroplasts trigger the plant's immune system?,purposely damaging their photosynthetic system,1,1,by purposely damaging their photosynthetic system : purposely damaging their photosynthetic system : purposely damaging their photosynthetic system,,,,,,,,,,,,,,,,,,,,,,,,
What does damaging photosynthesis systems create?,reactive oxygen species,1,1,reactive oxygen species : reactive oxygen species : reactive oxygen species,,,,,,,,,,,,,,,,,,,,,,,,
What molecules act as defense signals?,salicylic acid  jasmonic acid  nitric oxide and reactive oxygen species,1,1,salicylic acid, jasmonic acid, nitric oxide and reactive oxygen species : salicylic acid, jasmonic acid, nitric oxide and reactive oxygen species : reactive oxygen species,,,,,,,,,,,,,,,,,,,,
When do chloroplasts produce defense signals?,After detecting stress in a cell,1,1,After detecting stress in a cell : After detecting stress in a cell : After detecting stress in a cell,,,,,,,,,,,,,,,,,,,,,,,,
What happens to reactive oxygen species signals since they don't leave the chloroplast?,pass on their signal to an unknown second messenger molecule,1,1,pass on their signal to an unknown second messenger molecule : pass on their signal : pass on their signal to an unknown second messenger molecule,,,,,,,,,,,,,,,,,,,,,,,,
What is retrograde signaling?,signals from the chloroplast that regulate gene expression in the nucleus,1,1,signals from the chloroplast that regulate gene expression in the nucleus : signals from the chloroplast that regulate gene expression : signals from the chloroplast that regulate gene expression in the nucleus,,,,,,,,,,,,,,,,,,,,,,,,
What is the most important role of chloroplasts?,photosynthesis,1,1,photosynthesis : photosynthesis : its role in photosynthesis,,,,,,,,,,,,,,,,,,,,,,,,
What is the process of changing light into chemical energy?,photosynthesis,1,1,photosynthesis : photosynthesis : photosynthesis,,,,,,,,,,,,,,,,,,,,,,,,
What is chemical energy used to produce in plants?,sugars,0,1,food in the form of sugars : light : food in the form of sugars,,,,,,,,,,,,,,,,,,,,,,,,
What are the molecular inputs for photosynthesis?,Water (H2O) and carbon dioxide,0,1,Water (H2O) and carbon dioxide (CO2) : Water (H2O) and carbon dioxide (CO2) : Water (H2O) and carbon dioxide (CO2),,,,,,,,,,,,,,,,,,,,,,,,
What are the molecular outputs for photosynthesis?,Water (H2O) and carbon dioxide,0,0,sugar and oxygen (O2) : sugar and oxygen (O2) : sugar and oxygen (O2),,,,,,,,,,,,,,,,,,,,,,,,
What do chloroplasts do like mitochondria?,use the potential energy stored in an H+  or hydrogen ion gradient to generate ATP energy,1,1,generate ATP energy : use the potential energy stored in an H+ : use the potential energy stored in an H+, or hydrogen ion gradient to generate ATP energy,,,,,,,,,,,,,,,,,,,,,,,
Where do chloroplasts pump hydrogen?,thylakoid space,1,1,into the thylakoid space : thylakoid space : into the thylakoid space,,,,,,,,,,,,,,,,,,,,,,,,
How concentrated do the hydrogen ions get in the thylakoid space?,diffuse back down their concentration gradient,0,0,up to a thousand times : up to a thousand times as many : (up to a thousand times as many) inside the thylakoid system than in the stroma,,,,,,,,,,,,,,,,,,,,,,,,
What does ATP synthase change into ATP?,the energy from the flowing hydrogen ions,0,0,phosphorylate adenosine diphosphate : phosphorylate adenosine diphosphate : energy from the flowing hydrogen ions,,,,,,,,,,,,,,,,,,,,,,,,
What does ATP mean?,adenosine triphosphate,1,1,adenosine triphosphate : adenosine triphosphate : adenosine triphosphate,,,,,,,,,,,,,,,,,,,,,,,,
What usually takes reenergized electrons?,NADP+,1,1,NADP+ : photosystem I : NADP+,,,,,,,,,,,,,,,,,,,,,,,,
In what process are electrons recycled?,cyclic photophosphorylation,1,1,cyclic photophosphorylation : cyclic photophosphorylation : cyclic photophosphorylation,,,,,,,,,,,,,,,,,,,,,,,,
Where is cyclic photophosphorylation common?,C4 plants,0,1,in C4 plants : in C4 plants : in C4 plants,,,,,,,,,,,,,,,,,,,,,,,,
What do C4 plants need?,more ATP than NADPH,1,1,more ATP than NADPH : more ATP than NADPH : more ATP than NADPH,,,,,,,,,,,,,,,,,,,,,,,,
What cycle starts with rubisco?,Calvin cycle,1,1,The Calvin cycle : The Calvin cycle : Calvin cycle,,,,,,,,,,,,,,,,,,,,,,,,
What is the result of the Calvin cycle?,unstable six-carbon molecules,1,1,unstable six-carbon molecules that immediately break down : unstable six-carbon molecules : unstable six-carbon molecules,,,,,,,,,,,,,,,,,,,,,,,,
What do unstable 6-carbon molecules become?,immediately break down into three-carbon molecules called 3-phosphoglyceric acid  or 3-PGA,0,0,three-carbon molecules called 3-phosphoglyceric acid : three-carbon molecules : three-carbon molecules called 3-phosphoglyceric acid, or 3-PGA,,,,,,,,,,,,,,,,,,,,,,,
How many G3P molecules leave the cycle?,one out of every six,1,1,one out of every six : out of every six : one out of every six,,,,,,,,,,,,,,,,,,,,,,,,
What is an alternate way to make starch?,glucose monomers in the chloroplast can be linked together to make starch  which accumulates into the starch grains,0,0,glucose monomers in the chloroplast can be linked together : glucose monomers : glucose monomers in the chloroplast,,,,,,,,,,,,,,,,,,,,,,,,
When might starch grains become overly large?,Under conditions such as high atmospheric CO2 concentrations,1,1,Under conditions such as high atmospheric CO2 concentrations : high atmospheric CO2 concentrations : Under conditions such as high atmospheric CO2 concentrations,,,,,,,,,,,,,,,,,,,,,,,,
What happens when starch grains become overly large?,grow very large  distorting the grana and thylakoids,0,0,distorting the grana and thylakoids : distorting the grana and thylakoids : displace the thylakoids, but leave them intact.,,,,,,,,,,,,,,,,,,,,,,,
What root problem can cause starch buildup?,Waterlogged,1,1,Waterlogged roots : Waterlogged : Waterlogged roots,,,,,,,,,,,,,,,,,,,,,,,,
What might starch grains be a side effect of?,another photosynthesis-depressing factor,1,1,another photosynthesis-depressing factor : another photosynthesis-depressing factor : another photosynthesis-depressing factor,,,,,,,,,,,,,,,,,,,,,,,,
What can rubisco do by mistake?,accidentally add O2 instead of CO2 to RuBP,0,0,add O2 instead of CO2 to RuBP : add O2 instead of CO2 : add O2 instead of CO2 to RuBP,,,,,,,,,,,,,,,,,,,,,,,,
When does photorespiration happen?,when the oxygen concentration is too high,1,1,when the oxygen concentration is too high : when the oxygen concentration is too high : when the oxygen concentration is too high,,,,,,,,,,,,,,,,,,,,,,,,
Why is using O2 instead of CO2 less efficient?,reduces the efficiency of photosynthesis,0,0,it consumes ATP and oxygen, releases CO2, and produces no sugar : it consumes ATP and oxygen, releases CO2, and produces no sugar : consumes ATP and oxygen, releases CO2, and produces no sugar,,,,,,,,,,,,,,,,,,
